Type	chr	start	stop	q-value	mean_methylation_difference	CpGs	p_MWU	p_2D_KS	POPA	POPB	Compare
CHG	10	107672046	107672918	3.70E-35	-0.462496	25	3.70E-14	1.90E-41	0.19152	0.65401	Teosinte/Maize
CHG	10	110562484	110562721	3.80E-06	0.415456	9	1.50E-13	2.00E-12	0.80004	0.38459	Teosinte/Maize
CHG	10	110857321	110857611	8.80E-25	0.599934	10	5.10E-14	4.50E-31	0.72058	0.12065	Teosinte/Maize
CHG	10	110859433	110859748	4.00E-21	0.47904	13	3.90E-14	2.10E-27	0.64303	0.16399	Teosinte/Maize
CHG	10	112343976	112345340	2.70E-31	-0.428902	29	4.30E-14	1.40E-37	0.18367	0.61258	Teosinte/Maize
CHG	10	112357957	112358256	8.90E-08	0.420918	11	4.60E-14	4.50E-14	0.78065	0.35974	Teosinte/Maize
CHG	10	115006042	115006214	5.80E-12	-0.508708	8	4.60E-14	3.00E-18	0.23948	0.74819	Teosinte/Maize
CHG	10	117494731	117495112	5.80E-25	0.440771	15	4.10E-14	3.00E-31	0.67304	0.23227	Teosinte/Maize
CHG	10	117662709	117664066	9.00E-16	0.433981	12	4.70E-14	4.60E-22	0.71247	0.27849	Teosinte/Maize
CHG	10	118179654	118179825	3.60E-36	0.82399	8	3.70E-14	1.90E-42	0.83583	0.011842	Teosinte/Maize
CHG	10	118788564	118789196	1.90E-42	0.670842	11	3.20E-14	9.80E-49	0.69032	0.019483	Teosinte/Maize
CHG	10	119868628	119869255	1.90E-83	-0.656755	33	3.20E-14	9.80E-90	0.071648	0.7284	Teosinte/Maize
CHG	10	122249497	122251025	2.50E-168	0.46579	57	1.40E-14	1.30E-174	0.4998	0.034013	Teosinte/Maize
CHG	10	125380086	125380534	1.90E-21	0.640393	8	5.10E-14	9.90E-28	0.84911	0.20871	Teosinte/Maize
CHG	10	125794241	125794660	7.00E-84	-0.747514	23	4.70E-14	3.60E-90	0.064752	0.81227	Teosinte/Maize
CHG	10	126101862	126102167	6.00E-19	-0.513763	13	4.80E-14	3.10E-25	0.31707	0.83083	Teosinte/Maize
CHG	10	126536199	126536837	2.30E-65	-0.500335	47	5.60E-14	1.20E-71	0.073935	0.57427	Teosinte/Maize
CHG	10	127477381	127477686	2.60E-07	0.462734	8	4.40E-14	1.40E-13	0.76579	0.30306	Teosinte/Maize
CHG	10	129097750	129098104	2.30E-21	0.662177	9	4.70E-14	1.20E-27	0.85968	0.19751	Teosinte/Maize
CHG	10	129119016	129119205	1.50E-15	0.435157	12	4.50E-14	7.80E-22	0.6698	0.23464	Teosinte/Maize
CHG	10	130011261	130011748	1.00E-110	-0.737857	32	6.30E-14	5.30E-117	0.086251	0.82411	Teosinte/Maize
CHG	10	131095828	131097563	1.30E-149	0.502628	90	0.00E+00	6.90E-156	0.80159	0.29897	Teosinte/Maize
CHG	10	135021019	135021593	9.60E-31	0.578474	15	4.60E-14	4.90E-37	0.68881	0.11034	Teosinte/Maize
CHG	10	135127963	135128034	8.10E-23	-0.452423	9	4.40E-14	4.20E-29	0.16596	0.61839	Teosinte/Maize
CHG	10	136676362	136676595	3.50E-55	-0.554334	30	5.00E-14	1.80E-61	0.24722	0.80156	Teosinte/Maize
CHG	10	139049853	139050309	1.10E-39	-0.621458	16	4.00E-14	5.60E-46	0.14052	0.76198	Teosinte/Maize
CHG	10	139175647	139175835	9.80E-07	0.438302	9	4.60E-14	5.00E-13	0.90141	0.46311	Teosinte/Maize
CHG	10	139193198	139193831	1.70E-19	0.416917	21	4.30E-14	8.90E-26	0.81385	0.39693	Teosinte/Maize
CHG	10	140223569	140224577	4.30E-40	0.490583	18	4.30E-14	2.20E-46	0.61675	0.12617	Teosinte/Maize
CHG	10	140961067	140961593	6.70E-18	0.415459	14	4.30E-14	3.50E-24	0.57965	0.16419	Teosinte/Maize
CHG	10	141183729	141184219	6.40E-31	0.418484	19	4.70E-14	3.30E-37	0.53607	0.11759	Teosinte/Maize
CHG	10	141487101	141487517	7.10E-82	0.615038	18	4.50E-14	3.60E-88	0.61893	0.003891	Teosinte/Maize
CHG	10	141902979	141903524	1.50E-28	0.645102	13	4.50E-14	7.80E-35	0.88063	0.23553	Teosinte/Maize
CHG	10	142347624	142348427	1.30E-46	0.548849	27	5.60E-14	6.50E-53	0.7618	0.21295	Teosinte/Maize
CHG	10	143232536	143233281	6.20E-28	0.463916	19	4.20E-14	3.20E-34	0.65077	0.18685	Teosinte/Maize
CHG	10	143233657	143235283	8.40E-102	0.723263	29	6.80E-14	4.30E-108	0.79293	0.069668	Teosinte/Maize
CHG	10	143264363	143265722	6.70E-143	0.741065	39	3.20E-14	3.40E-149	0.79571	0.054641	Teosinte/Maize
CHG	10	143267096	143267443	1.50E-40	0.619917	13	5.30E-14	7.70E-47	0.73328	0.11337	Teosinte/Maize
CHG	10	143390599	143391068	5.90E-46	0.586587	15	3.90E-14	3.00E-52	0.68478	0.09819	Teosinte/Maize
CHG	10	144611720	144611902	1.30E-22	0.604235	9	4.30E-14	6.80E-29	0.87264	0.2684	Teosinte/Maize
CHG	10	144612516	144613098	6.40E-37	0.53818	17	4.90E-14	3.30E-43	0.86084	0.32266	Teosinte/Maize
CHG	10	146392158	146392938	9.80E-69	0.449405	34	3.90E-14	5.00E-75	0.68331	0.23391	Teosinte/Maize
CHG	10	146694991	146695252	5.30E-14	-0.464945	13	4.40E-14	2.70E-20	0.019546	0.48449	Teosinte/Maize
CHG	10	147478721	147479465	2.10E-186	0.831117	42	1.60E-14	1.10E-192	0.83353	0.0024158	Teosinte/Maize
CHG	10	147481239	147482517	4.00E-133	0.587317	62	6.90E-14	2.00E-139	0.80399	0.21668	Teosinte/Maize
CHG	10	147505646	147505853	3.10E-19	0.467444	11	4.50E-14	1.60E-25	0.70062	0.23318	Teosinte/Maize
CHG	10	147539483	147539835	1.40E-16	0.431126	16	4.60E-14	7.00E-23	0.83885	0.40773	Teosinte/Maize
CHG	10	148906287	148906961	6.50E-47	0.409517	14	4.30E-14	3.30E-53	0.43476	0.025242	Teosinte/Maize
CHG	10	149487745	149488363	1.50E-46	0.80865	14	5.80E-14	7.60E-53	0.89275	0.084096	Teosinte/Maize
CHG	10	150121789	150122802	6.10E-79	0.589303	38	5.20E-14	3.10E-85	0.74429	0.15498	Teosinte/Maize
CHG	10	150665522	150665843	1.00E-42	0.580929	20	5.40E-14	5.20E-49	0.77329	0.19236	Teosinte/Maize
CHG	10	150830239	150830592	8.70E-26	0.637545	11	4.60E-14	4.50E-32	0.84562	0.20807	Teosinte/Maize
CHH	1	209113	209293	1.00E-69	-0.512041	24	4.50E-14	2.00E-76	0.097118	0.60916	Teosinte/Maize
CHH	1	324511	324673	8.40E-17	0.313806	13	3.70E-14	1.60E-23	0.46294	0.14913	Teosinte/Maize
CHH	1	330977	331078	8.90E-08	0.267104	13	4.10E-14	1.70E-14	0.47439	0.20729	Teosinte/Maize
CHH	1	429820	429902	9.00E-12	0.395855	9	4.80E-14	1.70E-18	0.60962	0.21376	Teosinte/Maize
CHH	1	468123	468322	1.80E-15	0.201376	26	4.40E-14	3.40E-22	0.32291	0.10011	Teosinte/Maize
CHH	1	559701	559790	2.70E-11	0.31782	11	4.50E-14	5.20E-18	0.70989	0.39207	Teosinte/Maize
CHH	1	717048	717168	1.10E-07	0.290964	11	4.00E-14	2.00E-14	0.63541	0.34444	Teosinte/Maize
CHH	1	1031392	1031424	6.10E-10	0.369004	8	4.20E-14	1.10E-16	0.52558	0.15658	Teosinte/Maize
CHH	1	1492126	1492264	1.50E-07	0.227324	20	4.50E-14	2.80E-14	0.59635	0.36903	Teosinte/Maize
CHH	1	1943756	1943798	8.80E-04	0.242277	11	6.00E-14	1.70E-10	0.4735	0.23122	Teosinte/Maize
CHH	1	2113766	2113793	3.90E-03	0.252458	8	5.30E-14	7.40E-10	0.72339	0.47094	Teosinte/Maize
CHH	1	3000065	3000179	1.80E-02	0.300658	8	4.70E-14	3.30E-09	0.69664	0.39598	Teosinte/Maize
CHH	1	3031716	3031782	1.00E-04	0.332223	8	1.30E-13	1.90E-11	0.55652	0.2243	Teosinte/Maize
CHH	1	6163346	6163412	5.90E-04	0.204871	9	4.30E-14	1.10E-10	0.24614	0.041273	Teosinte/Maize
CHH	1	9326816	9326843	4.60E-05	0.201049	8	6.00E-14	8.60E-12	0.33403	0.13298	Teosinte/Maize
CHH	1	11016438	11016520	1.80E-09	0.220123	17	4.60E-14	3.40E-16	0.33266	0.11254	Teosinte/Maize
CHH	1	16447494	16447591	3.50E-14	0.239708	13	4.60E-14	6.60E-21	0.37813	0.13842	Teosinte/Maize
CHH	1	17609500	17609550	1.40E-06	-0.301636	8	1.10E-10	2.60E-13	0.015806	0.31744	Teosinte/Maize
CHH	1	18771936	18771998	6.40E-10	0.304577	15	4.60E-14	1.20E-16	0.63512	0.33054	Teosinte/Maize
CHH	1	20531291	20531352	3.30E-08	-0.221167	16	3.90E-05	6.30E-15	0.015761	0.23693	Teosinte/Maize
CHH	1	24968919	24969195	9.50E-06	0.20068	17	4.30E-14	1.80E-12	0.39567	0.19499	Teosinte/Maize
CHH	1	32593140	32593344	7.60E-03	0.246728	10	5.30E-14	1.40E-09	0.40247	0.15574	Teosinte/Maize
CHH	1	32603831	32603874	3.80E-02	0.20326	8	2.60E-12	7.20E-09	0.25824	0.054981	Teosinte/Maize
CHH	1	32820984	32821121	9.60E-10	0.226887	12	4.30E-14	1.80E-16	0.34916	0.12227	Teosinte/Maize
CHH	1	37099353	37099414	2.80E-05	0.200478	8	1.40E-13	5.40E-12	0.2451	0.044624	Teosinte/Maize
CHH	1	38109593	38109705	1.10E-04	0.206013	9	4.40E-14	2.10E-11	0.31448	0.10847	Teosinte/Maize
CHH	1	38457350	38457573	2.40E-12	0.200415	18	4.40E-14	4.50E-19	0.28714	0.086728	Teosinte/Maize
CHH	1	38515051	38515167	3.60E-15	0.305634	12	4.70E-14	6.70E-22	0.42971	0.12408	Teosinte/Maize
CHH	1	42054878	42055038	2.50E-07	0.255763	9	4.70E-14	4.70E-14	0.36611	0.11034	Teosinte/Maize
CHH	1	42466673	42466865	6.00E-30	0.480624	14	4.40E-14	1.10E-36	0.59747	0.11685	Teosinte/Maize
CHH	1	42563521	42563557	1.50E-06	0.304469	11	4.70E-14	2.90E-13	0.52806	0.22359	Teosinte/Maize
CHH	1	44536178	44536270	8.90E-19	0.307432	19	4.00E-14	1.70E-25	0.47489	0.16746	Teosinte/Maize
CHH	1	50721290	50721433	1.10E-12	0.227115	27	3.70E-14	2.00E-19	0.42632	0.19921	Teosinte/Maize
CHH	1	63361193	63361331	3.20E-10	0.271538	10	4.30E-14	6.00E-17	0.38556	0.11402	Teosinte/Maize
CHH	1	80852336	80852458	6.30E-25	-0.229566	27	4.80E-14	1.20E-31	0.10794	0.33751	Teosinte/Maize
CHH	1	115465164	115465285	3.40E-33	0.561728	12	4.50E-14	6.40E-40	0.70276	0.14103	Teosinte/Maize
CHH	1	118078743	118078862	7.60E-07	0.314925	10	4.20E-14	1.40E-13	0.67658	0.36166	Teosinte/Maize
CHH	1	123174073	123174184	2.70E-05	0.260138	10	4.00E-14	5.10E-12	0.37357	0.11343	Teosinte/Maize
CHH	1	123468194	123468265	7.20E-04	0.253723	8	4.00E-12	1.40E-10	0.39741	0.14369	Teosinte/Maize
CHH	1	124448736	124448818	3.40E-06	0.240906	11	4.10E-14	6.40E-13	0.40385	0.16295	Teosinte/Maize
CHH	1	126158840	126159008	5.30E-10	0.200942	19	4.70E-14	1.00E-16	0.28474	0.083798	Teosinte/Maize
CHH	1	126575926	126575984	4.10E-13	0.217599	10	4.70E-14	7.80E-20	0.22241	0.0048149	Teosinte/Maize
CHH	1	126975773	126975912	1.50E-15	0.238066	20	4.60E-14	2.80E-22	0.30862	0.070559	Teosinte/Maize
CHH	1	126998689	126998797	1.70E-04	0.228183	12	4.60E-14	3.20E-11	0.43072	0.20254	Teosinte/Maize
CHH	1	127556868	127557123	1.10E-04	0.200272	23	4.30E-14	2.10E-11	0.48673	0.28646	Teosinte/Maize
CHH	1	128839578	128839623	2.40E-04	0.234997	8	1.60E-13	4.50E-11	0.3391	0.10411	Teosinte/Maize
CHH	1	128844098	128844341	4.60E-08	0.230489	12	4.20E-14	8.70E-15	0.3147	0.084209	Teosinte/Maize
CHH	1	128961536	128961635	7.00E-14	0.302225	12	4.10E-14	1.30E-20	0.46515	0.16293	Teosinte/Maize
CHH	1	128991804	128991974	1.50E-30	0.32613	17	4.80E-14	2.80E-37	0.39811	0.071981	Teosinte/Maize
CHH	1	129773655	129773769	2.80E-04	0.235897	8	2.60E-11	5.30E-11	0.36902	0.13312	Teosinte/Maize
CHH	1	130478083	130478151	4.80E-04	0.259519	9	4.20E-14	9.20E-11	0.47842	0.2189	Teosinte/Maize
CHH	1	130776167	130776245	9.80E-08	-0.225002	12	4.30E-14	1.90E-14	0.13621	0.36121	Teosinte/Maize
CHH	1	130953976	130954116	9.40E-11	0.239705	19	4.30E-14	1.80E-17	0.41111	0.1714	Teosinte/Maize
CHH	1	131054028	131054122	1.70E-08	0.317889	10	4.60E-14	3.20E-15	0.44401	0.12612	Teosinte/Maize
CHH	1	131211242	131211450	1.10E-10	0.203094	23	4.50E-14	2.10E-17	0.343	0.13991	Teosinte/Maize
CHH	1	134505381	134505584	1.00E-03	0.209765	9	8.20E-13	1.90E-10	0.26509	0.055327	Teosinte/Maize
CHH	1	138729923	138729967	2.80E-15	0.296502	8	3.90E-14	5.20E-22	0.36274	0.066237	Teosinte/Maize
CHH	1	139005054	139005265	7.30E-11	0.212778	13	4.10E-14	1.40E-17	0.29928	0.0865	Teosinte/Maize
CHH	1	139332706	139332766	1.90E-13	0.295085	9	4.10E-14	3.60E-20	0.37782	0.082736	Teosinte/Maize
CHH	1	139367727	139367806	1.90E-06	-0.237763	8	4.00E-14	3.50E-13	0.033442	0.27121	Teosinte/Maize
CHH	1	139556906	139556954	1.40E-06	0.318409	8	4.40E-14	2.70E-13	0.46658	0.14817	Teosinte/Maize
CHH	1	139650829	139650981	9.20E-08	0.25798	16	4.40E-14	1.70E-14	0.57594	0.31796	Teosinte/Maize
CHH	1	139680125	139680373	1.00E-25	0.229451	31	3.60E-14	2.00E-32	0.25394	0.024486	Teosinte/Maize
CHH	1	140038209	140038434	3.50E-72	-0.371582	39	5.90E-14	6.60E-79	0.12699	0.49857	Teosinte/Maize
CHH	1	140675807	140675939	3.30E-17	0.302821	20	4.40E-14	6.30E-24	0.58207	0.27925	Teosinte/Maize
CHH	1	140680455	140680648	3.90E-17	0.230421	23	3.80E-14	7.30E-24	0.37687	0.14645	Teosinte/Maize
CHH	1	141160472	141160625	7.10E-32	0.326347	27	4.80E-14	1.30E-38	0.50226	0.17591	Teosinte/Maize
CHH	1	141670462	141670651	5.20E-20	0.364274	14	3.80E-14	9.90E-27	0.56755	0.20328	Teosinte/Maize
CHH	1	142568952	142569125	5.30E-06	0.227687	15	4.50E-14	9.90E-13	0.46876	0.24107	Teosinte/Maize
CHH	1	144877509	144877653	5.80E-07	0.207501	13	4.20E-14	1.10E-13	0.30405	0.096547	Teosinte/Maize
CHH	1	146068181	146068468	4.60E-09	0.40068	8	4.30E-14	8.70E-16	0.60738	0.2067	Teosinte/Maize
CHH	1	147739391	147739488	4.00E-02	0.221151	13	1.40E-12	7.50E-09	0.3447	0.12355	Teosinte/Maize
CHH	1	148632322	148632496	2.70E-06	0.216076	22	4.40E-14	5.20E-13	0.42824	0.21216	Teosinte/Maize
CHH	1	149599950	149600129	2.20E-15	0.298872	11	4.90E-14	4.20E-22	0.41256	0.11369	Teosinte/Maize
CHH	1	151037944	151038067	1.40E-03	0.261554	10	2.90E-13	2.70E-10	0.53123	0.26967	Teosinte/Maize
CHH	1	151087431	151087803	1.00E-06	0.218255	13	4.30E-14	1.90E-13	0.33089	0.11264	Teosinte/Maize
CHH	1	156585315	156585477	5.80E-03	-0.240441	11	6.70E-14	1.10E-09	0.18977	0.43021	Teosinte/Maize
CHH	1	156958683	156958764	4.60E-02	0.214609	8	4.20E-14	8.80E-09	0.26579	0.051185	Teosinte/Maize
CHH	1	159585483	159585520	3.90E-04	0.301739	8	4.30E-14	7.40E-11	0.81586	0.51412	Teosinte/Maize
CHH	1	161142331	161142411	0.022	0.201486	12	4.80E-14	4.10E-09	0.33646	0.13497	Teosinte/Maize
CHH	1	161491876	161492018	2.90E-11	0.437758	13	4.30E-14	5.40E-18	0.7947	0.35694	Teosinte/Maize
CHH	1	161492792	161492838	6.40E-08	0.278216	9	4.60E-14	1.20E-14	0.43952	0.1613	Teosinte/Maize
CHH	1	161703384	161703644	9.30E-06	0.226128	13	4.40E-14	1.80E-12	0.40427	0.17814	Teosinte/Maize
CHH	1	161756340	161756455	1.20E-14	0.325465	11	4.30E-14	2.30E-21	0.43461	0.10914	Teosinte/Maize
CHH	1	164216502	164216545	2.80E-11	0.265267	11	4.80E-14	5.30E-18	0.30842	0.043153	Teosinte/Maize
CHH	1	164901636	164903129	1.80E-02	0.204128	134	2.80E-13	3.50E-09	0.030608	0.013921	Teosinte/Maize
CHH	1	169292130	169292274	4.60E-08	0.240466	10	4.40E-14	8.70E-15	0.32907	0.088601	Teosinte/Maize
CHH	1	173164467	173164949	1.50E-09	0.233193	21	4.50E-14	2.90E-16	0.39278	0.15959	Teosinte/Maize
CHH	1	173190515	173190641	5.30E-09	0.249641	15	4.50E-14	9.90E-16	0.38468	0.13503	Teosinte/Maize
CHH	1	182827759	182827867	2.00E-02	0.226531	10	6.20E-14	3.80E-09	0.38753	0.161	Teosinte/Maize
CHH	1	206659004	206659055	3.60E-03	0.22792	8	1.00E-13	6.70E-10	0.27383	0.045908	Teosinte/Maize
CHH	1	214773024	214773080	8.10E-13	-0.366006	9	4.70E-14	1.50E-19	0.16235	0.52835	Teosinte/Maize
CHH	1	214780770	214780855	2.70E-08	0.39494	8	4.20E-14	5.10E-15	0.45297	0.058025	Teosinte/Maize
CHH	1	214781594	214781720	6.50E-11	0.249176	15	4.40E-14	1.20E-17	0.26687	0.017695	Teosinte/Maize
CHH	1	219819421	219819471	6.50E-03	-0.261966	8	4.60E-13	1.20E-09	0.08883	0.3508	Teosinte/Maize
CHH	1	221631935	221631991	5.00E-05	0.267562	10	4.10E-14	9.40E-12	0.65661	0.38904	Teosinte/Maize
CHH	1	228212951	228213056	8.40E-12	0.20667	12	4.60E-14	1.60E-18	0.28886	0.082188	Teosinte/Maize
CHH	1	228920112	228920198	1.80E-11	0.252594	13	4.40E-14	3.50E-18	0.33556	0.082967	Teosinte/Maize
CHH	1	229142274	229142319	3.00E-12	0.242332	12	4.30E-14	5.70E-19	0.3183	0.07597	Teosinte/Maize
CHH	1	229313656	229313715	1.60E-06	0.335384	8	4.40E-14	3.00E-13	0.51988	0.1845	Teosinte/Maize
CHH	1	229716586	229716694	2.00E-11	-0.287514	19	4.00E-14	3.80E-18	0.036087	0.3236	Teosinte/Maize
CHH	1	229718467	229718560	3.90E-02	0.20874	11	2.80E-13	7.40E-09	0.58025	0.3715	Teosinte/Maize
CHH	1	233044847	233045122	4.40E-14	0.234565	13	4.80E-14	8.20E-21	0.31875	0.084185	Teosinte/Maize
CHH	1	233067272	233067321	1.00E-03	0.23799	8	4.30E-14	2.00E-10	0.42996	0.19197	Teosinte/Maize
CHH	1	234001898	234002182	2.00E-07	0.231354	13	4.60E-14	3.80E-14	0.41123	0.17988	Teosinte/Maize
CHH	1	235323693	235323914	2.80E-09	0.277873	18	4.40E-14	5.40E-16	0.60117	0.3233	Teosinte/Maize
CHH	1	236111318	236111521	9.70E-08	0.251701	18	4.20E-14	1.80E-14	0.52249	0.27079	Teosinte/Maize
CHH	1	236838066	236838332	3.80E-08	0.271069	19	4.80E-14	7.30E-15	0.53604	0.26497	Teosinte/Maize
CHH	1	239184892	239185148	1.10E-28	0.243515	40	4.10E-14	2.10E-35	0.51316	0.26964	Teosinte/Maize
CHH	1	239899778	239899893	5.00E-37	0.294839	19	5.00E-14	9.40E-44	0.37673	0.081889	Teosinte/Maize
CHH	1	245197581	245197688	9.30E-41	-0.463895	19	4.70E-14	1.80E-47	0.049687	0.51358	Teosinte/Maize
CHH	1	245453448	245453650	2.60E-07	0.215017	9	4.10E-14	4.90E-14	0.31576	0.10075	Teosinte/Maize
CHH	1	245600501	245600694	9.20E-15	0.203754	15	4.50E-14	1.70E-21	0.27443	0.070672	Teosinte/Maize
CHH	1	245684993	245685068	4.20E-04	0.270659	9	4.60E-13	7.90E-11	0.71263	0.44197	Teosinte/Maize
CHH	1	245740358	245740505	7.80E-07	0.222926	15	4.00E-14	1.50E-13	0.33334	0.11041	Teosinte/Maize
CHH	1	246364867	246365012	9.10E-11	0.283501	15	4.50E-14	1.70E-17	0.73619	0.45269	Teosinte/Maize
CHH	1	248810956	248811055	6.00E-07	0.301535	13	4.30E-14	1.10E-13	0.56364	0.26211	Teosinte/Maize
CHH	1	250606708	250607003	8.20E-33	0.208172	34	4.70E-14	1.60E-39	0.3399	0.13173	Teosinte/Maize
CHH	1	251442127	251442298	9.50E-18	0.210416	25	4.10E-14	1.80E-24	0.38654	0.17612	Teosinte/Maize
CHH	1	251850916	251851456	9.20E-09	0.239191	12	4.50E-14	1.70E-15	0.30498	0.065784	Teosinte/Maize
CHH	1	253634957	253635055	1.90E-06	0.27845	8	4.80E-14	3.50E-13	0.35896	0.080513	Teosinte/Maize
CHH	1	254421143	254421267	4.80E-07	0.325274	10	4.50E-14	9.10E-14	0.63935	0.31407	Teosinte/Maize
CHH	1	255391814	255391937	6.70E-04	0.200762	15	4.60E-14	1.30E-10	0.44146	0.2407	Teosinte/Maize
CHH	1	260373174	260373368	1.90E-09	0.241583	16	4.10E-14	3.50E-16	0.41815	0.17656	Teosinte/Maize
CHH	1	264383960	264384204	3.10E-04	0.203666	24	4.00E-14	5.90E-11	0.42763	0.22396	Teosinte/Maize
CHH	1	269012650	269012696	3.40E-12	0.362439	8	4.60E-14	6.30E-19	0.49758	0.13514	Teosinte/Maize
CHH	1	270116341	270116435	2.80E-20	0.358532	15	4.50E-14	5.30E-27	0.49835	0.13982	Teosinte/Maize
CHH	1	272422174	272422268	2.80E-04	0.237231	17	4.20E-14	5.30E-11	0.56031	0.32308	Teosinte/Maize
CHH	1	275955962	275956057	1.90E-06	0.21251	8	4.90E-14	3.50E-13	0.23824	0.025726	Teosinte/Maize
CHH	1	280280881	280281036	1.10E-05	0.255937	12	4.10E-14	2.20E-12	0.50592	0.24998	Teosinte/Maize
CHH	1	282166641	282166754	4.40E-19	0.486105	8	4.20E-14	8.30E-26	0.8211	0.335	Teosinte/Maize
CHH	1	290214968	290215041	5.30E-03	0.238064	8	4.40E-14	1.00E-09	0.38639	0.14832	Teosinte/Maize
CHH	1	290466901	290466982	1.60E-11	0.274402	11	4.30E-14	2.90E-18	0.37075	0.096352	Teosinte/Maize
CHH	1	291276165	291276336	3.10E-10	0.275742	11	4.50E-14	5.80E-17	0.40118	0.12544	Teosinte/Maize
CHH	1	292138841	292139054	8.00E-14	0.234718	32	4.50E-14	1.50E-20	0.55256	0.31785	Teosinte/Maize
CHH	1	296930942	296931002	3.70E-06	0.299449	9	4.50E-14	7.00E-13	0.641	0.34155	Teosinte/Maize
CHH	1	299209672	299209814	1.70E-02	0.244567	9	1.20E-12	3.30E-09	0.41783	0.17327	Teosinte/Maize
CHH	1	299669683	299669859	4.40E-10	0.240557	12	4.50E-14	8.30E-17	0.30693	0.066374	Teosinte/Maize
CHH	1	301378465	301378628	1.30E-05	0.337959	8	4.60E-14	2.50E-12	0.64139	0.30343	Teosinte/Maize
CHH	1	301477854	301477928	2.10E-05	0.260842	8	4.00E-14	4.00E-12	0.40862	0.14778	Teosinte/Maize
CHH	1	305488437	305488780	1.10E-05	0.202749	17	2.40E-13	2.00E-12	0.32535	0.1226	Teosinte/Maize
CHH	1	305984419	305984482	1.60E-03	0.208939	10	1.70E-13	3.10E-10	0.24981	0.040872	Teosinte/Maize
CHH	1	307039144	307039227	5.20E-11	0.203479	13	4.50E-14	9.90E-18	0.25932	0.055837	Teosinte/Maize
CHH	2	159400	159421	9.10E-21	0.40886	9	4.30E-14	1.70E-27	0.5184	0.10954	Teosinte/Maize
CHH	2	175203	175280	7.00E-09	0.206573	17	4.00E-14	1.30E-15	0.36723	0.16065	Teosinte/Maize
CHH	2	258363	258398	2.50E-03	0.238474	8	7.40E-14	4.70E-10	0.45049	0.21202	Teosinte/Maize
CHH	2	357967	357997	2.40E-06	0.258259	8	4.10E-14	4.60E-13	0.37332	0.11506	Teosinte/Maize
CHH	2	934322	934502	8.50E-05	0.216494	10	5.20E-14	1.60E-11	0.3694	0.1529	Teosinte/Maize
CHH	2	2314164	2314439	2.10E-27	0.242156	34	4.90E-14	3.90E-34	0.74913	0.50697	Teosinte/Maize
CHH	2	2815455	2815648	2.60E-09	0.295295	16	4.60E-14	4.90E-16	0.76364	0.46835	Teosinte/Maize
CHH	2	8760221	8760419	2.20E-02	0.263207	9	9.70E-13	4.20E-09	0.64534	0.38214	Teosinte/Maize
CHH	2	17681944	17681992	4.70E-11	-0.247947	11	4.20E-14	8.80E-18	0.11942	0.36737	Teosinte/Maize
CHH	2	17840638	17840918	2.60E-02	0.210739	15	4.90E-14	4.90E-09	0.41621	0.20547	Teosinte/Maize
CHH	2	20017070	20017191	3.70E-06	0.230702	13	4.00E-14	7.00E-13	0.40212	0.17142	Teosinte/Maize
CHH	2	23567437	23567779	3.00E-07	0.287358	11	4.30E-14	5.60E-14	0.4198	0.13244	Teosinte/Maize
CHH	2	25322544	25322619	2.80E-05	0.26242	12	4.40E-14	5.30E-12	0.54807	0.28565	Teosinte/Maize
CHH	2	25482868	25482945	1.10E-05	0.31347	9	4.70E-14	2.00E-12	0.59158	0.27811	Teosinte/Maize
CHH	2	26840146	26840212	2.20E-11	-0.229534	12	4.30E-14	4.20E-18	0.13099	0.36052	Teosinte/Maize
CHH	2	28488189	28488498	4.20E-30	0.321967	37	4.00E-14	8.00E-37	0.63093	0.30897	Teosinte/Maize
CHH	2	28490441	28491052	7.60E-10	0.271381	82	4.40E-14	1.40E-16	0.36621	0.21405	Teosinte/Maize
CHH	2	28491624	28491807	8.00E-28	0.278093	40	4.10E-14	1.50E-34	0.59263	0.31454	Teosinte/Maize
CHH	2	28500861	28501052	5.70E-12	0.237284	17	4.60E-14	1.10E-18	0.35058	0.1133	Teosinte/Maize
CHH	2	28743285	28743593	6.20E-22	0.221614	39	4.90E-14	1.20E-28	0.42424	0.20262	Teosinte/Maize
CHH	2	28882727	28882784	1.10E-10	0.287469	17	4.60E-14	2.00E-17	0.7265	0.43903	Teosinte/Maize
CHH	2	29214126	29214167	7.00E-12	-0.252862	10	4.00E-14	1.30E-18	0.15323	0.40609	Teosinte/Maize
CHH	2	30350628	30350781	1.10E-18	0.215182	23	4.90E-14	2.10E-25	0.33085	0.11567	Teosinte/Maize
CHH	2	31033861	31033930	3.30E-08	0.249204	13	4.50E-14	6.20E-15	0.34416	0.094958	Teosinte/Maize
CHH	2	33111565	33111744	8.90E-11	-0.284813	20	4.60E-14	1.70E-17	0.1485	0.43331	Teosinte/Maize
CHH	2	37321370	37321539	6.80E-09	0.209179	14	4.60E-14	1.30E-15	0.35916	0.14998	Teosinte/Maize
CHH	2	40066159	40066254	1.70E-10	0.216249	16	4.30E-14	3.20E-17	0.35112	0.13487	Teosinte/Maize
CHH	2	47902154	47902228	7.90E-09	0.252842	10	4.00E-14	1.50E-15	0.37554	0.1227	Teosinte/Maize
CHH	2	48491673	48491795	3.60E-02	0.203042	10	4.60E-14	6.80E-09	0.47298	0.26993	Teosinte/Maize
