Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare
CHH	2	166699473	166699549	1.90E-09	0.263614	13	4.50E-14	3.60E-16	0.44734	0.18372	teosinte/maize
CHH	2	169800854	169800901	1	0.303312	6	4.70E-06	1.60E-05	0.39192	0.088608	teosinte/maize
CHH	2	170601105	170601179	1.20E-12	0.296642	12	4.00E-14	2.20E-19	0.43125	0.13461	teosinte/maize
CHH	2	170601399	170601442	1.00E-06	0.430239	6	4.10E-14	1.90E-13	0.63336	0.20312	teosinte/maize
CHH	2	170605860	170605910	1	0.227167	6	1.10E-08	4.00E-06	0.48451	0.25734	teosinte/maize
CHH	2	170983940	170984028	0.0072	0.20911	6	5.60E-11	1.30E-09	0.2466	0.037494	teosinte/maize
CHH	2	172641632	172641778	9.50E-11	0.239966	20	4.70E-14	1.70E-17	0.29666	0.056692	teosinte/maize
CHH	2	173383165	173383188	1	0.205504	6	5.00E-07	9.60E-06	0.29284	0.087335	teosinte/maize
CHH	2	187146373	187146489	1	0.221305	6	7.80E-07	0.00017	0.43734	0.21604	teosinte/maize
CHH	2	190827018	190827108	1.30E-06	0.25981	6	4.40E-14	2.40E-13	0.26508	0.0052747	teosinte/maize
CHH	2	192454716	192454788	0.0043	0.248363	8	9.50E-11	8.00E-10	0.33616	0.087799	teosinte/maize
CHH	2	194430620	194430750	1	0.277462	6	6.90E-09	2.10E-05	0.40972	0.13226	teosinte/maize
CHH	2	196226306	196226357	0.003	0.253505	9	4.40E-14	5.60E-10	0.67662	0.42311	teosinte/maize
CHH	2	196227357	196227476	2.10E-07	0.272859	17	4.40E-14	3.80E-14	0.69823	0.42538	teosinte/maize
CHH	2	196413878	196413913	1	0.251887	6	9.30E-10	2.20E-06	0.41145	0.15956	teosinte/maize
CHH	2	198861115	198861152	1	-0.20236	6	2.00E-06	0.00018	0.25586	0.45822	teosinte/maize
CHH	2	199147526	199147602	0.00021	0.222023	8	4.40E-14	4.00E-11	0.27633	0.054308	teosinte/maize
CHH	2	200514955	200515007	0.35	0.312895	6	2.40E-11	6.60E-08	0.60508	0.29218	teosinte/maize
CHH	2	202803469	202803655	6.70E-06	0.318922	9	4.60E-14	1.20E-12	0.60383	0.28491	teosinte/maize
CHH	2	204491744	204491791	0.00082	0.294614	6	1.80E-10	1.50E-10	0.33365	0.039032	teosinte/maize
CHH	2	205245123	205245243	1.20E-10	-0.200878	25	4.60E-14	2.30E-17	0.04579	0.24667	teosinte/maize
CHH	2	205245527	205245555	0.084	0.273456	6	1.80E-12	1.50E-08	0.4198	0.14635	teosinte/maize
CHH	2	206344157	206344248	0.82	0.227272	6	2.00E-08	1.50E-07	0.3308	0.10353	teosinte/maize
CHH	2	206585563	206585589	1	0.204042	6	1.20E-06	5.00E-05	0.71464	0.5106	teosinte/maize
CHH	2	206585618	206585660	9.50E-08	0.388461	6	4.10E-14	1.80E-14	0.63391	0.24545	teosinte/maize
CHH	2	206978354	206978448	1	0.271461	6	7.20E-11	5.90E-07	0.5938	0.32234	teosinte/maize
CHH	2	207276150	207276231	0.47	0.265725	9	2.00E-13	8.70E-08	0.488	0.22227	teosinte/maize
CHH	2	207825190	207825338	1.20E-06	0.229423	9	4.40E-14	2.20E-13	0.35934	0.12991	teosinte/maize
CHH	2	208238398	208238539	1	0.238221	7	1.10E-06	1.10E-05	0.49738	0.25916	teosinte/maize
CHH	2	208245396	208245419	0.019	0.347338	6	4.30E-14	3.50E-09	0.57214	0.2248	teosinte/maize
CHH	2	208723151	208723239	0.011	0.229667	10	5.20E-14	2.00E-09	0.49194	0.26227	teosinte/maize
CHH	2	209874316	209874478	1	0.201139	6	3.70E-09	6.00E-06	0.29919	0.098053	teosinte/maize
CHH	2	210695040	210695207	0.0053	0.237968	9	2.90E-12	9.90E-10	0.45291	0.21494	teosinte/maize
CHH	2	210695929	210696070	0.0096	0.27912	8	3.50E-13	1.80E-09	0.76797	0.48885	teosinte/maize
CHH	2	211265985	211266224	1	0.264579	6	9.90E-08	8.20E-06	0.5507	0.28612	teosinte/maize
CHH	2	212869592	212869698	0.001	-0.241056	6	1.60E-07	1.80E-10	0.0024795	0.24354	teosinte/maize
CHH	2	212869875	212869946	1	-0.258196	6	3.80E-09	2.00E-07	0.05258	0.31078	teosinte/maize
CHH	2	213908468	213908505	1	-0.209301	6	3.30E-05	0.00016	0.44298	0.65228	teosinte/maize
CHH	2	214099305	214099404	1.30E-17	0.231895	15	3.70E-14	2.40E-24	0.28696	0.055063	teosinte/maize
CHH	2	217641304	217641385	0.0002	0.294811	8	4.30E-14	3.60E-11	0.45089	0.15608	teosinte/maize
CHH	2	217647426	217647493	1	0.303635	6	3.80E-13	2.90E-07	0.54899	0.24535	teosinte/maize
CHH	2	217680947	217681086	2.40E-11	0.318832	9	4.50E-14	4.40E-18	0.40708	0.088244	teosinte/maize
CHH	2	218706899	218706923	0.28	0.371788	6	1.40E-13	5.10E-08	0.65365	0.28187	teosinte/maize
CHH	2	218760731	218760812	0.0015	0.260831	6	1.20E-12	2.80E-10	0.35722	0.096392	teosinte/maize
CHH	2	219013180	219013232	1.80E-05	0.248542	6	4.60E-14	3.30E-12	0.29025	0.041708	teosinte/maize
CHH	2	220375749	220375794	3.30E-16	-0.53641	6	4.50E-14	6.00E-23	0.053429	0.58984	teosinte/maize
CHH	2	223337969	223338237	2.60E-07	0.298409	9	4.00E-14	4.80E-14	0.36544	0.067029	teosinte/maize
CHH	2	223536943	223537006	1	-0.247178	6	4.20E-08	2.90E-06	0.26248	0.50966	teosinte/maize
CHH	2	224485701	224485761	6.50E-05	0.328596	6	4.20E-14	1.20E-11	0.63695	0.30835	teosinte/maize
CHH	2	224493270	224493383	1	0.200731	12	1.00E-10	4.70E-06	0.43654	0.23581	teosinte/maize
CHH	2	224897942	224898106	1.90E-15	0.240791	25	4.20E-14	3.40E-22	0.50225	0.26146	teosinte/maize
CHH	2	225128495	225128574	1	0.220193	6	3.10E-08	1.20E-06	0.7836	0.56341	teosinte/maize
CHH	2	225677349	225677458	3.90E-10	0.206455	13	4.20E-14	7.30E-17	0.26841	0.061954	teosinte/maize
CHH	2	227247904	227248090	2.90E-12	0.322209	9	4.20E-14	5.30E-19	0.41916	0.096948	teosinte/maize
CHH	2	227548284	227548358	7.70E-11	-0.373794	11	4.50E-14	1.40E-17	0.21553	0.58933	teosinte/maize
CHH	2	228280896	228280924	0.0015	0.215817	6	3.00E-13	2.80E-10	0.33762	0.12181	teosinte/maize
CHH	2	229074202	229074438	5.80E-06	0.203275	22	4.50E-14	1.10E-12	0.3901	0.18683	teosinte/maize
CHH	2	229107784	229107869	0.16	0.276949	9	2.70E-12	3.00E-08	0.57799	0.30104	teosinte/maize
CHH	2	233732952	233732982	0.00098	0.282246	8	6.00E-14	1.80E-10	0.54229	0.26005	teosinte/maize
CHH	2	233733021	233733044	1	0.201645	6	1.60E-06	0.0012	0.58387	0.38222	teosinte/maize
CHH	2	233987471	233987576	1.70E-07	0.395575	6	4.50E-14	3.10E-14	0.55327	0.1577	teosinte/maize
CHH	2	235019752	235019826	5.30E-20	0.553852	10	4.10E-14	9.70E-27	0.61163	0.057783	teosinte/maize
CHH	2	235081008	235081076	0.81	0.26811	6	2.30E-10	1.50E-07	0.55062	0.28251	teosinte/maize
CHH	2	235081148	235081224	8.00E-14	0.361067	8	4.20E-14	1.50E-20	0.48785	0.12678	teosinte/maize
CHH	2	235092913	235093062	1	0.208065	6	6.80E-08	3.60E-05	0.39245	0.18439	teosinte/maize
CHH	2	236325415	236325473	1	0.237594	6	1.00E-06	1.30E-05	0.70355	0.46596	teosinte/maize
CHH	2	237106681	237106739	1	0.234055	6	1.20E-11	6.80E-07	0.44478	0.21072	teosinte/maize
CHH	2	237176657	237176706	2.90E-06	0.205392	10	4.40E-14	5.40E-13	0.43481	0.22942	teosinte/maize
CHH	2	238167861	238167973	2.10E-07	0.330683	6	4.50E-14	3.90E-14	0.40351	0.072831	teosinte/maize
CHH	2	238191687	238191719	0.5	0.233748	6	1.90E-08	9.30E-08	0.52063	0.28688	teosinte/maize
CHH	2	241791212	241791677	0.00014	0.216356	12	2.00E-13	2.60E-11	0.3648	0.14844	teosinte/maize
CHH	2	242692420	242692457	1	0.210508	6	1.30E-05	0.0051	0.63563	0.42512	teosinte/maize
CHH	2	242868418	242868465	1	0.234427	6	2.10E-09	7.20E-06	0.37736	0.14293	teosinte/maize
CHH	2	243751934	243751968	1	0.237634	8	8.70E-09	4.60E-07	0.6986	0.46097	teosinte/maize
CHH	2	244318190	244318242	1	0.246051	6	1.20E-09	1.60E-06	0.31191	0.065854	teosinte/maize
CHH	2	244348351	244348518	1	0.215269	6	0.00011	0.0003	0.42918	0.21391	teosinte/maize
CHH	3	153416	153529	0.0014	-0.21009	12	4.40E-14	2.60E-10	0.06633	0.27642	teosinte/maize
CHH	3	384117	384141	0.069	0.332386	6	6.00E-13	1.30E-08	0.48335	0.15097	teosinte/maize
CHH	3	604696	604794	0.031	0.201323	8	2.80E-12	5.80E-09	0.32326	0.12194	teosinte/maize
CHH	3	3414937	3415054	6.00E-12	0.247852	21	4.30E-14	1.10E-18	0.67867	0.43082	teosinte/maize
CHH	3	4280016	4280098	4.10E-07	0.235978	7	4.10E-14	7.50E-14	0.34092	0.10494	teosinte/maize
CHH	3	4756397	4756454	0.00058	0.305938	6	4.00E-11	1.10E-10	0.39457	0.088637	teosinte/maize
CHH	3	11925127	11925181	1	0.215068	6	1.80E-12	9.10E-05	0.25595	0.040879	teosinte/maize
CHH	3	17597782	17597885	0.0031	0.233937	9	2.80E-13	5.70E-10	0.43451	0.20057	teosinte/maize
CHH	3	22853617	22853880	1	0.237104	6	0.0022	6.00E-05	0.38279	0.14568	teosinte/maize
CHH	3	23227441	23227500	1.60E-05	0.293879	9	4.50E-14	2.90E-12	0.48174	0.18786	teosinte/maize
CHH	3	26156055	26156141	1.70E-10	0.359906	8	4.60E-14	3.20E-17	0.5502	0.19029	teosinte/maize
CHH	3	26158988	26159085	0.56	0.216731	7	2.80E-09	1.00E-07	0.36265	0.14592	teosinte/maize
CHH	3	30449108	30449370	2.90E-09	0.262637	17	4.20E-14	5.40E-16	0.64919	0.38655	teosinte/maize
CHH	3	31514190	31514376	0.0025	0.20537	12	1.50E-13	4.50E-10	0.421	0.21563	teosinte/maize
CHH	3	32559968	32560142	1	0.279346	6	6.20E-10	4.00E-05	0.68121	0.40186	teosinte/maize
CHH	3	35656248	35656370	6.70E-13	0.231043	23	4.90E-14	1.20E-19	0.47518	0.24414	teosinte/maize
CHH	3	41721416	41721463	3.50E-10	0.38599	6	4.40E-14	6.50E-17	0.53395	0.14796	teosinte/maize
CHH	3	41987820	41988023	3.70E-17	0.382392	15	4.70E-14	6.90E-24	0.55473	0.17234	teosinte/maize
CHH	3	44114653	44114684	0.00089	0.259451	6	1.10E-12	1.60E-10	0.36181	0.10236	teosinte/maize
CHH	3	45759681	45759743	1	0.207203	6	2.10E-08	8.60E-07	0.27549	0.068283	teosinte/maize
CHH	3	46079720	46079791	3.90E-13	0.220169	9	5.10E-14	7.20E-20	0.22017	5.56E-08	teosinte/maize
CHH	3	48597326	48597445	0.33	0.242292	7	2.10E-12	6.00E-08	0.43023	0.18794	teosinte/maize
CHH	3	49895816	49896006	1	0.238017	6	7.80E-07	2.20E-06	0.33965	0.10164	teosinte/maize
CHH	3	50172571	50172890	0.022	0.328379	6	9.70E-14	4.00E-09	0.51034	0.18196	teosinte/maize
CHH	3	50656114	50656190	0.0001	0.230746	13	5.50E-14	1.90E-11	0.49373	0.26298	teosinte/maize
CHH	3	50862113	50862149	1	0.200301	7	4.20E-11	3.40E-05	0.46803	0.26773	teosinte/maize
CHH	3	53571216	53571276	0.99	0.20971	6	6.40E-09	1.80E-07	0.28938	0.079674	teosinte/maize
CHH	3	55090415	55090545	0.033	0.224538	11	6.00E-13	6.00E-09	0.56092	0.33638	teosinte/maize
CHH	3	57178119	57178141	3.20E-13	-0.484526	6	4.00E-14	5.80E-20	0.091631	0.57616	teosinte/maize
CHH	3	57358587	57358628	0.31	0.30027	6	1.10E-13	5.70E-08	0.76707	0.4668	teosinte/maize
CHH	3	57538461	57538706	1.70E-11	-0.227794	17	4.10E-14	3.10E-18	0.074593	0.30239	teosinte/maize
CHH	3	57539279	57539294	1	-0.234246	6	0.0061	4.60E-05	0.039162	0.27341	teosinte/maize
CHH	3	58420868	58420896	0.41	0.21416	6	3.50E-09	7.60E-08	0.25211	0.037947	teosinte/maize
CHH	3	59188729	59188779	0.0017	0.364748	6	3.10E-13	3.20E-10	0.58136	0.21661	teosinte/maize
CHH	3	60738278	60738355	8.30E-13	-0.252416	14	4.30E-14	1.50E-19	0.17502	0.42743	teosinte/maize
CHH	3	62456783	62456857	1	0.247957	6	4.10E-14	1.20E-05	0.2492	0.0012425	teosinte/maize
CHH	3	64614870	64614931	1.70E-09	0.259276	8	4.70E-14	3.10E-16	0.3387	0.079426	teosinte/maize
CHH	3	66485942	66486064	1.30E-08	0.282524	14	4.60E-14	2.30E-15	0.59429	0.31176	teosinte/maize
CHH	3	68175560	68175676	1	0.200862	6	1.80E-06	3.60E-05	0.40237	0.20151	teosinte/maize
CHH	3	68175733	68175785	0.11	0.232147	6	1.90E-10	2.10E-08	0.32236	0.090211	teosinte/maize
CHH	3	69616137	69616225	2.40E-09	0.214517	13	4.30E-14	4.50E-16	0.25843	0.043909	teosinte/maize
CHH	3	71571502	71571616	1.90E-37	0.370002	16	4.60E-14	3.50E-44	0.37308	0.0030796	teosinte/maize
CHH	3	72304626	72304686	3.60E-09	0.236257	6	4.00E-14	6.60E-16	0.25345	0.017193	teosinte/maize
CHH	3	75328881	75328981	3.20E-12	0.211439	18	4.50E-14	5.80E-19	0.2639	0.052465	teosinte/maize
CHH	3	75668562	75668849	3.30E-23	-0.301407	17	4.90E-14	6.10E-30	0.05222	0.35363	teosinte/maize
CHH	3	76711773	76711794	1.60E-05	0.289245	6	4.50E-14	3.00E-12	0.32904	0.039793	teosinte/maize
CHH	3	77270724	77270784	0.21	0.210682	6	6.80E-11	3.90E-08	0.33905	0.12837	teosinte/maize
CHH	3	77270846	77270916	0.00029	0.22093	12	4.40E-14	5.40E-11	0.41369	0.19276	teosinte/maize
CHH	3	77270948	77270977	0.0071	0.277078	6	6.20E-14	1.30E-09	0.46002	0.18294	teosinte/maize
CHH	3	77686475	77686541	0.008	-0.318482	8	1.10E-11	1.50E-09	0.073434	0.39192	teosinte/maize
CHH	3	77988576	77988667	2.90E-08	0.292459	10	4.40E-14	5.40E-15	0.30902	0.016559	teosinte/maize
CHH	3	79222320	79222457	0.00055	0.244921	15	4.50E-14	1.00E-10	0.5726	0.32768	teosinte/maize
CHH	3	79256333	79256559	4.00E-09	0.242598	24	4.60E-14	7.40E-16	0.57734	0.33474	teosinte/maize
CHH	3	79459500	79459588	2.50E-07	0.256561	13	4.10E-14	4.70E-14	0.37591	0.11935	teosinte/maize
CHH	3	79463381	79463438	0.0022	0.216668	6	4.20E-12	4.10E-10	0.31831	0.10164	teosinte/maize
CHH	3	79464195	79464251	2.10E-06	0.20511	10	4.50E-14	3.90E-13	0.26639	0.061284	teosinte/maize
CHH	3	80341086	80341157	1.60E-16	0.259541	9	4.60E-14	3.00E-23	0.28966	0.030117	teosinte/maize
CHH	3	80342582	80342815	3.40E-28	0.248131	23	4.50E-14	6.20E-35	0.33317	0.085036	teosinte/maize
CHH	3	80350486	80350735	8.50E-27	0.205734	24	4.30E-14	1.60E-33	0.27554	0.069804	teosinte/maize
CHH	3	80453078	80453113	0.15	0.210503	6	8.40E-12	2.70E-08	0.26267	0.052166	teosinte/maize
CHH	3	81381676	81381703	1.80E-06	0.338939	6	4.50E-14	3.30E-13	0.78686	0.44792	teosinte/maize
CHH	3	83499221	83499471	0.042	0.240853	22	6.10E-14	7.80E-09	0.30968	0.11636	teosinte/maize
CHH	3	83679077	83679192	3.60E-07	0.222712	12	4.10E-14	6.60E-14	0.3178	0.095089	teosinte/maize
CHH	3	84119458	84119745	0.0002	0.23405	12	4.00E-14	3.70E-11	0.47333	0.23928	teosinte/maize
CHH	3	85358216	85358476	3.30E-06	0.263244	11	4.60E-14	6.10E-13	0.41343	0.15018	teosinte/maize
CHH	3	87047874	87047904	1	0.234775	6	1.20E-10	3.60E-07	0.44311	0.20834	teosinte/maize
CHH	3	87048015	87048117	3.60E-09	0.332665	10	4.50E-14	6.70E-16	0.44296	0.1103	teosinte/maize
CHH	3	89081238	89081304	0.56	0.207977	6	5.90E-10	1.00E-07	0.29	0.082025	teosinte/maize
CHH	3	89205141	89205203	1.50E-05	0.246191	11	4.10E-14	2.70E-12	0.44208	0.19589	teosinte/maize
CHH	3	89208134	89208184	3.30E-12	0.28497	8	4.50E-14	6.10E-19	0.36119	0.076219	teosinte/maize
CHH	3	91721365	91721401	0.012	0.320145	6	6.60E-14	2.10E-09	0.49511	0.17497	teosinte/maize
CHH	3	92264987	92265183	1.60E-05	0.204635	15	4.30E-14	3.00E-12	0.37452	0.16989	teosinte/maize
CHH	3	92420506	92420567	4.70E-11	0.318534	11	4.50E-14	8.80E-18	0.51301	0.19448	teosinte/maize
CHH	3	92505574	92505710	6.50E-09	0.273124	12	4.80E-14	1.20E-15	0.45512	0.182	teosinte/maize
CHH	3	92906926	92907090	0.0072	0.255599	10	3.20E-13	1.30E-09	0.40517	0.14957	teosinte/maize
CHH	3	93080501	93080556	1	0.238427	6	4.20E-14	7.80E-07	0.25969	0.021258	teosinte/maize
CHH	3	93316525	93316758	0.0024	0.210475	17	4.70E-14	4.40E-10	0.41583	0.20535	teosinte/maize
CHH	3	93366942	93367039	0.0002	-0.217326	6	3.10E-09	3.80E-11	0.029443	0.24677	teosinte/maize
CHH	3	93369921	93370002	1	0.215943	6	1.70E-07	7.40E-05	0.39114	0.1752	teosinte/maize
CHH	3	93370052	93370119	2.00E-12	0.434707	8	4.40E-14	3.80E-19	0.61908	0.18437	teosinte/maize
CHH	3	93378712	93378770	0.0039	0.264324	6	4.00E-11	7.30E-10	0.67479	0.41047	teosinte/maize
CHH	3	93378783	93378827	1	0.218856	6	2.20E-09	2.10E-05	0.47661	0.25775	teosinte/maize
CHH	3	93378907	93379017	9.20E-29	0.303061	26	4.90E-14	1.70E-35	0.74148	0.43841	teosinte/maize
CHH	3	93404129	93404224	1	0.251413	8	5.60E-10	3.80E-06	0.57804	0.32662	teosinte/maize
CHH	3	93413557	93413666	2.30E-12	0.216699	24	4.50E-14	4.30E-19	0.33288	0.11618	teosinte/maize
CHH	3	93516147	93516298	0.95	0.20802	10	1.30E-09	1.80E-07	0.62151	0.41349	teosinte/maize
CHH	3	93516794	93516837	2.20E-09	0.44587	6	4.10E-14	4.10E-16	0.83266	0.38679	teosinte/maize
CHH	3	93524224	93524275	0.073	0.221604	6	9.40E-13	1.40E-08	0.2668	0.045194	teosinte/maize
CHH	3	93525492	93525608	4.00E-10	0.244815	18	4.30E-14	7.40E-17	0.48762	0.2428	teosinte/maize
CHH	3	95310862	95310891	0.042	0.235335	6	5.20E-13	7.70E-09	0.33346	0.098126	teosinte/maize
CHH	3	95624643	95624804	2.20E-08	0.273354	24	4.60E-14	4.10E-15	0.62682	0.35347	teosinte/maize
CHH	3	97760133	97760198	5.50E-07	0.234453	12	4.20E-14	1.00E-13	0.33665	0.10219	teosinte/maize
CHH	3	102998919	102998990	1	0.205274	6	7.20E-08	2.90E-07	0.32785	0.12258	teosinte/maize
CHH	3	102999059	102999089	5.40E-05	0.298743	6	6.30E-13	1.00E-11	0.41706	0.11832	teosinte/maize
CHH	3	104258889	104258946	4.10E-10	0.294014	10	4.10E-14	7.60E-17	0.44788	0.15386	teosinte/maize
CHH	3	104265426	104265569	1	0.214137	6	1.30E-08	2.90E-05	0.27214	0.058003	teosinte/maize
CHH	3	105350506	105350656	3.20E-10	0.409072	9	4.50E-14	5.90E-17	0.68421	0.27514	teosinte/maize
CHH	3	105351935	105351977	0.00014	0.258653	6	5.20E-14	2.70E-11	0.29663	0.037974	teosinte/maize
CHH	3	105352247	105352478	0.26	0.2284	15	6.50E-10	4.90E-08	0.25189	0.086585	teosinte/maize
CHH	3	105352502	105352656	8.40E-09	0.244315	13	4.00E-14	1.60E-15	0.3972	0.15289	teosinte/maize
CHH	3	105719620	105719647	0.00031	0.221883	6	5.20E-14	5.80E-11	0.31557	0.093691	teosinte/maize
CHH	3	105720519	105720721	5.30E-14	0.220425	33	4.40E-14	9.80E-21	0.44408	0.22366	teosinte/maize
CHH	3	107269039	107269108	0.00081	0.253555	6	9.80E-14	1.50E-10	0.36007	0.10652	teosinte/maize
CHH	3	110654375	110654417	0.00069	0.306884	6	4.50E-14	1.30E-10	0.42355	0.11666	teosinte/maize
CHH	3	111943786	111943923	0.0056	0.274978	6	8.90E-12	1.00E-09	0.37061	0.095631	teosinte/maize
CHH	3	112363037	112363163	1	0.203552	6	1.30E-08	3.90E-07	0.23787	0.034316	teosinte/maize
CHH	3	116080903	116080934	1	0.204444	8	3.60E-09	2.40E-07	0.41205	0.20761	teosinte/maize
CHH	3	116332814	116333070	3.40E-14	0.204903	18	4.30E-14	6.30E-21	0.26735	0.062444	teosinte/maize
CHH	3	117288549	117288611	1.20E-06	0.329129	11	4.30E-14	2.20E-13	0.55096	0.22184	teosinte/maize
CHH	3	117301862	117302044	1	0.215247	10	4.90E-11	7.80E-07	0.4445	0.22925	teosinte/maize
CHH	3	117397642	117397721	0.093	0.275744	7	2.60E-12	1.70E-08	0.52347	0.24772	teosinte/maize
CHH	3	120204476	120204526	1	0.24319	6	7.00E-09	1.00E-05	0.70127	0.45808	teosinte/maize
CHH	3	120356970	120356997	8.50E-09	0.392002	6	4.60E-14	1.60E-15	0.50512	0.11312	teosinte/maize
CHH	3	120357170	120357194	1	0.298107	6	5.80E-12	4.10E-07	0.53411	0.236	teosinte/maize
CHH	3	120515085	120515277	0.0032	0.230131	12	4.70E-14	5.80E-10	0.39139	0.16126	teosinte/maize
CHH	3	122441016	122441091	1	0.22909	9	3.80E-09	1.80E-06	0.5677	0.33861	teosinte/maize
CHH	3	122682055	122682187	5.30E-06	0.226679	11	4.40E-14	9.90E-13	0.35949	0.13281	teosinte/maize
CHH	3	122816433	122816479	2.50E-05	0.294608	8	4.30E-14	4.60E-12	0.44427	0.14966	teosinte/maize
CHH	3	123774995	123775030	0.13	0.204566	6	7.60E-11	2.40E-08	0.28516	0.080597	teosinte/maize
CHH	3	123775670	123775733	2.10E-05	0.307437	8	4.80E-14	4.00E-12	0.5789	0.27146	teosinte/maize
CHH	3	123798544	123798631	1.90E-05	0.292121	8	4.30E-14	3.50E-12	0.4521	0.15998	teosinte/maize
CHH	3	124540027	124540089	0.0063	0.32583	6	4.70E-14	1.20E-09	0.57417	0.24834	teosinte/maize
CHH	3	132105672	132105760	0.038	0.318423	6	5.30E-14	6.90E-09	0.42999	0.11157	teosinte/maize
CHH	3	132640532	132640556	1	0.257025	6	7.70E-09	1.50E-05	0.58354	0.32651	teosinte/maize
CHH	3	133564203	133564282	6.20E-12	-0.305549	10	4.30E-14	1.10E-18	0.039496	0.34505	teosinte/maize
CHH	3	134966164	134966223	0.49	0.255637	6	4.70E-10	9.00E-08	0.33733	0.081697	teosinte/maize
CHH	3	136256280	136256357	0.00011	0.220333	6	1.20E-09	2.00E-11	0.36485	0.14452	teosinte/maize
CHH	3	137088763	137088813	9.10E-11	-0.20324	8	7.50E-14	1.70E-17	0.030642	0.23388	teosinte/maize
CHH	3	140874814	140874946	0.41	0.244734	6	1.50E-12	7.60E-08	0.31049	0.065759	teosinte/maize
CHH	3	141467576	141467660	0.067	0.364155	6	1.80E-13	1.20E-08	0.60702	0.24286	teosinte/maize
CHH	3	141720706	141720832	0.038	0.27277	6	9.70E-14	7.00E-09	0.34551	0.072738	teosinte/maize
CHH	3	142038042	142038067	1	0.202638	6	7.10E-08	2.20E-06	0.33181	0.12917	teosinte/maize
CHH	3	142039328	142039345	1	0.202276	6	2.30E-06	0.00042	0.3915	0.18923	teosinte/maize
CHH	3	142132182	142132208	1	0.269824	6	9.60E-10	9.60E-06	0.50453	0.2347	teosinte/maize
CHH	3	143801872	143801972	0.05	0.257613	6	2.10E-11	9.20E-09	0.36203	0.10442	teosinte/maize
CHH	3	144976306	144976428	0.00059	0.264118	9	4.00E-13	1.10E-10	0.58821	0.32409	teosinte/maize
CHH	3	145197712	145197777	1	0.245106	6	2.00E-06	3.50E-05	0.48577	0.24067	teosinte/maize
CHH	3	145198236	145198288	3.30E-06	0.238983	8	4.70E-14	6.00E-13	0.3391	0.10011	teosinte/maize
CHH	3	145314049	145314097	1	0.211495	6	1.00E-08	4.30E-06	0.37826	0.16676	teosinte/maize
CHH	3	147849619	147849822	4.60E-13	0.212291	13	4.30E-14	8.50E-20	0.25576	0.043465	teosinte/maize
CHH	3	148897092	148897421	0.032	0.249958	11	2.10E-13	5.80E-09	0.51344	0.26348	teosinte/maize
CHH	3	150721979	150722055	1	0.205308	7	3.50E-07	4.70E-07	0.3455	0.14019	teosinte/maize
CHH	3	152769884	152769937	9.70E-05	0.25054	6	2.60E-12	1.80E-11	0.28275	0.032208	teosinte/maize
CHH	3	153103146	153103380	5.40E-11	0.216479	20	4.20E-14	1.00E-17	0.35531	0.13883	teosinte/maize
CHH	3	153353195	153353238	1	0.232185	6	6.40E-09	1.70E-05	0.40428	0.1721	teosinte/maize
CHH	3	153599155	153599196	1.00E-09	0.355324	6	4.00E-14	1.90E-16	0.4497	0.094377	teosinte/maize
CHH	3	153772581	153772641	4.20E-13	0.225095	12	4.70E-14	7.80E-20	0.29513	0.070032	teosinte/maize
CHH	3	158436927	158437004	2.10E-05	0.318957	8	4.30E-14	3.90E-12	0.50307	0.18411	teosinte/maize
CHH	3	159224826	159224930	1	0.212851	6	2.50E-07	1.20E-06	0.25764	0.04479	teosinte/maize
CHH	3	159327664	159327734	0.00024	0.250508	9	4.10E-14	4.40E-11	0.50646	0.25595	teosinte/maize
CHH	3	159391173	159391284	0.017	0.285267	7	3.60E-13	3.10E-09	0.43275	0.14748	teosinte/maize
CHH	3	159520318	159520344	1	0.232285	6	1.20E-09	1.50E-06	0.57624	0.34395	teosinte/maize
CHH	3	160276357	160276416	1	0.201009	6	3.00E-07	2.10E-07	0.25452	0.053515	teosinte/maize
CHH	3	161016713	161016754	0.00056	0.355017	6	4.90E-14	1.00E-10	0.59827	0.24325	teosinte/maize
CHH	3	161419950	161420204	2.90E-07	0.302512	11	4.20E-14	5.30E-14	0.48052	0.17801	teosinte/maize
CHH	3	163422348	163422372	0.0016	0.214478	6	7.20E-11	3.00E-10	0.25689	0.042409	teosinte/maize
CHH	3	166324387	166324449	0.036	0.200894	8	2.30E-13	6.60E-09	0.28091	0.08002	teosinte/maize
CHH	3	166858119	166858196	0.00092	0.358401	8	4.20E-14	1.70E-10	0.61952	0.26112	teosinte/maize
CHH	3	166936148	166936169	4.10E-05	0.340499	6	4.60E-14	7.60E-12	0.59533	0.25483	teosinte/maize
CHH	3	167604851	167604905	2.80E-06	0.351878	6	4.30E-14	5.20E-13	0.84956	0.49768	teosinte/maize
CHH	3	168630797	168630886	7.10E-14	0.201318	16	4.60E-14	1.30E-20	0.27254	0.071223	teosinte/maize
CHH	3	168649579	168650002	0.0017	0.382768	24	4.60E-14	3.10E-10	0.24629	0.09238	teosinte/maize
CHH	3	168650009	168650061	1.70E-14	0.412808	9	4.10E-14	3.20E-21	0.79358	0.38077	teosinte/maize
CHH	3	171921944	171922333	6.30E-25	0.202499	37	4.40E-14	1.20E-31	0.29374	0.091245	teosinte/maize
