chrom	pos	Teo_JRIAL2T	Teo_JRIAL2S	Teo_JRIAL2R	Teo_JRIAL2Q	Teo_JRIAL2P	Teo_JRIAL2O	Teo_JRIAL2N	Teo_JRIAL2M	Teo_JRIAL2L	Teo_JRIAL2K	Teo_JRIAL2J	Teo_JRIAL2I	Teo_JRIAL2H	Teo_JRIAL2G	Teo_JRIAL2F	Teo_JRIAL2E	Teo_JRIAL2D	Teo_JRIAL2C	Teo_JRIAL2B	Teo_JRIAL2A	Lan_PI-628514	Lan_PI-628503	Lan_PI-620860	Lan_PI-620859	Lan_PI-620856	Lan_PI-620846	Lan_PI-620842	Lan_PI-620834	Lan_PI-620821	Lan_PI-620819	Lan_PI-620797	Lan_PI-620785	Lan_PI-620784	Lan_PI-620774	Lan_PI-620773	Lan_PI-620767	Lan_AMES-8235
8	136012641	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012642	NA	0	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	NA	0	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	NA	NA
8	136012654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012655	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012656	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
8	136012657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012658	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
8	136012659	NA	0	NA	NA	0	0	0	NA	NA	NA	0	0	0	NA	0	NA	0	0	NA	0	0	NA	0	0	0	NA	NA	NA	0	NA	0	NA	NA	0	0	NA	NA
8	136012677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012678	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	0	NA	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012679	0	0	NA	NA	0	0	0	NA	0	NA	0	0	0	NA	NA	0	0	0	NA	NA	0	NA	0	0	0	NA	NA	NA	0	NA	0	NA	NA	0	0	NA	NA
8	136012693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012694	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012695	0	NA	NA	0	0	0	0	NA	0	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA
8	136012715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012716	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012717	0	NA	0	NA	NA	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA
8	136012732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012733	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012734	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA
8	136012736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012737	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012738	0	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136012741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012742	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012743	0	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136012758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012759	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012760	0	NA	0	0	NA	NA	0	NA	NA	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136012761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012762	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012763	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136012764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012765	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0.25	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012766	0	NA	NA	0	NA	NA	0	NA	0	NA	0	0	0	NA	NA	0	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136012768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012769	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012770	0	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136012790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012791	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012792	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
8	136012794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012795	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012796	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
8	136012807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012808	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012809	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	0.5	NA	NA	NA	NA	0	NA	NA
8	136012849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012850	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012851	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA
8	136012889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012890	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012891	0	NA	0	NA	NA	0	NA	NA	0.1	NA	NA	NA	0	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA
8	136012897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012898	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012899	0	NA	0	0	NA	0	NA	0	0	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA
8	136012985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012986	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012987	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136012999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013000	0	NA	0	0	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013001	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	NA	0	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136013029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013030	0	NA	0	0	NA	NA	NA	0	NA	0	0	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013031	0	NA	NA	NA	0	0	NA	NA	0	0	0	NA	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA
8	136013088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013089	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8	136013090	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA
8	136013093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013094	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8	136013095	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	0	0	NA	0	0	0	0	0	0	NA	NA
8	136013123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013124	0	0	0.142857142857143	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8	136013125	NA	0	0	NA	NA	NA	0	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	0	0	0	NA	0	0	0	0	0	0	NA	NA
8	136013159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA
8	136013161	NA	0	NA	NA	0	0	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	NA	NA
8	136013190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA
8	136013192	0	NA	NA	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	NA	0	0	0	0	NA
8	136013201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA
8	136013203	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	0	0	NA	0	0	0	NA	NA	0	0	NA	NA
8	136013211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	0	0	NA	NA	0	NA
8	136013213	NA	0	0	0	NA	NA	0	0	0	NA	NA	0	NA	0	0	0	NA	0	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA
8	136013216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013217	0	NA	0	0	0	NA	0	NA	0	0	0	0	NA	0	NA	0	0	0	NA	0	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA
8	136013218	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0	0	0	NA
8	136013223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	0	0	NA	NA	0	NA
8	136013225	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	0.333333333333333	NA	0	0	0	NA	0	0	0	0	NA
8	136013240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	NA	NA	0	0	0	NA	0	0	NA	NA	0	0	NA	NA	0	NA
8	136013242	0	NA	NA	0	NA	0	0	NA	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	NA	0	0	NA	NA
8	136013243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	NA	NA	0	0	0	NA	0	0	NA	NA	0	0	NA	NA	0	NA
8	136013245	NA	NA	0	0	NA	NA	0	NA	NA	0	0	0	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	0	NA	0	0	NA	NA	0	0	NA	NA	0	0	0	NA
8	136013291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013292	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0.333333333333333	NA	0	0	NA	NA	0	0	NA	NA	0	NA
8	136013293	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	0	0	NA	NA
8	136013301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013302	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	NA	0	0	0	NA	0	0	NA	NA	0	NA
8	136013303	NA	0	NA	0	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA
8	136013337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013338	0	0	0	0.125	NA	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	NA	NA	0	NA	0	NA	0	0	0	NA	0	0	NA	NA	0	NA
8	136013339	0	NA	0	0	NA	0	NA	NA	0	0	NA	0	NA	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA
8	136013370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013371	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	NA	0	0	0	NA	0	0	NA	NA	NA	NA
8	136013372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
8	136013401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013402	0	0	0	0	NA	0.1	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	NA	NA
8	136013403	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0.142857142857143	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA
8	136013428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013429	0	0	0	0	NA	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	NA	0	NA	0.5	NA	NA
8	136013430	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA
8	136013493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013494	0	0	0	0	NA	0	0	0	NA	0	0	NA	0	NA	0	NA	0	0	0	0	0	NA	0	0	NA	NA	0	0	NA	0	NA	NA	0	NA	NA	NA	NA
8	136013495	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
8	136013532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013533	0	0	0	0	NA	0	0	0	NA	NA	0	NA	0	NA	0	NA	NA	NA	0	0	0	NA	0.333333333333333	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA
8	136013534	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	0	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136013567	NA	0	0	NA	NA	0	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
8	136013568	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
